algorithm,heuristic,solution found,depth,initial_state,final_state,action_sequence,path_cost,time (ms), nodes, memory (Kb)
depth_acyclic,None,True,15,"Iasi","Oradea","[Iasi -> Vaslui (92), Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111), Timisoara -> Arad (118), Arad -> Zerind (75), Zerind -> Oradea (71)]",1584,0.38886070251464844,45,7.868
depth_acyclic,None,True,13,"Iasi","Arad","[Iasi -> Vaslui (92), Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111), Timisoara -> Arad (118)]",1438,0.4291534423828125,40,7.204
depth_acyclic,None,True,6,"Neamt","Sibiu","[Neamt -> Iasi (87), Iasi -> Vaslui (92), Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99)]",716,0.17118453979492188,19,3.884
depth_acyclic,None,True,10,"Neamt","Drobeta","[Neamt -> Iasi (87), Iasi -> Vaslui (92), Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120)]",1151,0.3383159637451172,32,6.540
depth_acyclic,None,True,10,"Hirsova","Lugoj","[Hirsova -> Urziceni (98), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70)]",1073,0.25844573974609375,31,6.544
depth_acyclic,None,True,11,"Hirsova","Timisoara","[Hirsova -> Urziceni (98), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111)]",1184,0.3056526184082031,33,6.876
depth_acyclic,None,True,13,"Hirsova","Zerind","[Hirsova -> Urziceni (98), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111), Timisoara -> Arad (118), Arad -> Zerind (75)]",1377,0.3211498260498047,38,7.872
depth_acyclic,None,True,10,"Eforie","Mehadia","[Eforie -> Hirsova (86), Hirsova -> Urziceni (98), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75)]",1089,0.2396106719970703,29,6.572
depth_acyclic,None,True,15,"Eforie","Oradea","[Eforie -> Hirsova (86), Hirsova -> Urziceni (98), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111), Timisoara -> Arad (118), Arad -> Zerind (75), Zerind -> Oradea (71)]",1534,0.3578662872314453,40,8.347
depth_acyclic,None,True,13,"Eforie","Arad","[Eforie -> Hirsova (86), Hirsova -> Urziceni (98), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111), Timisoara -> Arad (118)]",1388,0.30231475830078125,35,7.568
depth_acyclic,None,True,7,"Lugoj","Vaslui","[Lugoj -> Mehadia (70), Mehadia -> Drobeta (75), Drobeta -> Craiova (120), Craiova -> Pitesti (138), Pitesti -> Bucharest (101), Bucharest -> Urziceni (85), Urziceni -> Vaslui (142)]",731,0.469207763671875,52,7.208
depth_acyclic,None,True,11,"Vaslui","Timisoara","[Vaslui -> Urziceni (142), Urziceni -> Bucharest (85), Bucharest -> Fagaras (211), Fagaras -> Sibiu (99), Sibiu -> Rimnicu (80), Rimnicu -> Pitesti (97), Pitesti -> Craiova (138), Craiova -> Drobeta (120), Drobeta -> Mehadia (75), Mehadia -> Lugoj (70), Lugoj -> Timisoara (111)]",1228,0.2827644348144531,35,6.876
