algorithm,heuristic,solution found,depth,initial_state,final_state,action_sequence,path_cost,time (ms), nodes, memory (Kb)
greedy_best_first,n_conflicts,True,23,"(2, 30, 31, 31, 12, 8, 30, 9, 16, 3, 2, 18, 24, 6, 30, 11, 2, 16, 8, 22, 12, 11, 8, 6, 31, 29, 7, 11, 4, 7, 3, 25)","(5, 7, 13, 27, 17, 20, 1, 3, 16, 28, 10, 0, 24, 15, 30, 12, 2, 26, 8, 22, 14, 19, 23, 6, 31, 29, 25, 11, 4, 21, 9, 18)","[col[2]->row[14], col[21]->row[8], col[6]->row[3], col[10]->row[8], col[4]->row[5], col[5]->row[12], col[17]->row[10], col[0]->row[3], col[9]->row[25], col[11]->row[14], col[22]->row[15], col[1]->row[23], col[3]->row[28], col[15]->row[1], col[20]->row[2], col[26]->row[18], col[31]->row[2], col[31]->row[23], col[29]->row[14], col[1]->row[18], col[13]->row[9], col[7]->row[26], col[30]->row[6]]",23,10123.115301132202,48609,40179.664
greedy_best_first,n_conflicts,True,23,"(3, 13, 19, 2, 6, 25, 23, 28, 28, 12, 10, 26, 21, 1, 3, 15, 15, 19, 17, 27, 13, 3, 18, 5, 30, 21, 6, 27, 8, 0, 27, 23)","(7, 12, 19, 15, 6, 14, 16, 28, 30, 25, 10, 26, 11, 1, 3, 29, 13, 22, 9, 27, 21, 4, 18, 5, 0, 20, 24, 31, 8, 2, 17, 23)","[col[27]->row[4], col[17]->row[3], col[0]->row[4], col[6]->row[25], col[15]->row[14], col[18]->row[24], col[25]->row[31], col[1]->row[1], col[8]->row[2], col[21]->row[1], col[26]->row[18], col[24]->row[2], col[30]->row[22], col[9]->row[13], col[5]->row[18], col[1]->row[30], col[29]->row[14], col[20]->row[8], col[16]->row[30], col[3]->row[13], col[12]->row[22], col[5]->row[3], col[29]->row[20]]",23,13777.732372283936,65473,52553.940
greedy_best_first,n_conflicts,True,18,"(19, 7, 27, 29, 31, 29, 20, 11, 2, 8, 10, 27, 8, 31, 31, 31, 8, 2, 0, 21, 12, 18, 19, 27, 17, 23, 19, 22, 29, 17, 8, 27)","(19, 7, 27, 13, 24, 29, 20, 11, 2, 8, 10, 1, 15, 25, 31, 6, 9, 26, 5, 21, 12, 18, 30, 28, 0, 23, 4, 22, 14, 17, 3, 16)","[col[11]->row[6], col[12]->row[7], col[15]->row[7], col[22]->row[11], col[3]->row[16], col[23]->row[1], col[26]->row[18], col[4]->row[25], col[16]->row[1], col[17]->row[24], col[18]->row[4], col[24]->row[15], col[30]->row[27], col[13]->row[26], col[31]->row[21], col[28]->row[17], col[18]->row[1], col[26]->row[31]]",18,7709.192514419556,36705,29266.804
greedy_best_first,n_conflicts,True,16,"(26, 19, 5, 23, 31, 4, 17, 2, 7, 1, 31, 25, 18, 27, 3, 30, 3, 24, 13, 28, 23, 22, 22, 9, 30, 11, 18, 31, 0, 18, 7, 20)","(26, 19, 12, 15, 21, 4, 17, 5, 16, 1, 6, 2, 18, 27, 7, 30, 3, 24, 13, 28, 23, 25, 22, 9, 14, 8, 11, 29, 0, 10, 31, 20)","[col[29]->row[24], col[10]->row[7], col[26]->row[22], col[3]->row[24], col[8]->row[9], col[24]->row[16], col[2]->row[7], col[7]->row[3], col[11]->row[9], col[4]->row[22], col[14]->row[4], col[21]->row[3], col[27]->row[30], col[30]->row[24], col[25]->row[29], col[26]->row[3]]",16,4126.0950565338135,19841,15753.044
greedy_best_first,n_conflicts,True,15,"(16, 10, 22, 2, 18, 2, 14, 8, 22, 1, 7, 9, 25, 9, 7, 17, 6, 24, 6, 13, 11, 5, 30, 28, 16, 0, 9, 21, 11, 8, 20, 10)","(19, 10, 26, 2, 18, 22, 12, 8, 4, 29, 13, 9, 1, 23, 7, 17, 27, 24, 6, 14, 11, 5, 30, 28, 16, 0, 3, 21, 25, 15, 20, 31)","[col[13]->row[14], col[16]->row[21], col[29]->row[7], col[2]->row[4], col[6]->row[30], col[19]->row[1], col[10]->row[6], col[26]->row[26], col[31]->row[21], col[0]->row[3], col[8]->row[14], col[5]->row[20], col[9]->row[28], col[12]->row[8], col[28]->row[14]]",15,3101.3922691345215,14881,11964.724
greedy_best_first,n_conflicts,True,18,"(2, 22, 22, 29, 3, 0, 5, 1, 0, 2, 5, 11, 8, 17, 24, 9, 2, 30, 11, 9, 28, 12, 5, 6, 8, 28, 4, 13, 24, 0, 27, 1)","(6, 22, 19, 23, 3, 14, 7, 18, 10, 2, 25, 11, 8, 29, 24, 0, 21, 30, 16, 9, 28, 12, 5, 26, 31, 20, 4, 13, 15, 17, 27, 1)","[col[6]->row[2], col[18]->row[5], col[5]->row[14], col[7]->row[17], col[16]->row[19], col[24]->row[23], col[2]->row[29], col[28]->row[23], col[29]->row[10], col[3]->row[26], col[10]->row[20], col[13]->row[12], col[25]->row[24], col[23]->row[20], col[0]->row[4], col[29]->row[7], col[8]->row[10], col[15]->row[23]]",18,5677.160739898682,26785,21799.684
greedy_best_first,n_conflicts,True,20,"(30, 27, 2, 12, 24, 31, 16, 11, 31, 21, 0, 14, 17, 28, 13, 31, 2, 5, 30, 3, 11, 21, 15, 14, 19, 20, 3, 19, 14, 21, 19, 9)","(8, 18, 2, 21, 24, 16, 27, 11, 6, 23, 0, 14, 17, 4, 13, 31, 10, 5, 30, 28, 3, 22, 15, 29, 26, 20, 12, 7, 25, 1, 19, 9)","[col[9]->row[2], col[23]->row[15], col[27]->row[20], col[5]->row[2], col[16]->row[8], col[19]->row[1], col[21]->row[1], col[24]->row[7], col[0]->row[10], col[1]->row[23], col[6]->row[11], col[8]->row[7], col[28]->row[11], col[5]->row[15], col[29]->row[12], col[3]->row[9], col[26]->row[9], col[20]->row[24], col[19]->row[24], col[13]->row[8]]",20,5358.330011367798,25793,21023.164
greedy_best_first,n_conflicts,True,19,"(7, 27, 19, 13, 16, 23, 28, 9, 29, 16, 7, 27, 4, 25, 2, 25, 20, 18, 21, 3, 22, 9, 24, 4, 9, 28, 14, 8, 19, 20, 0, 4)","(8, 31, 19, 13, 16, 23, 28, 12, 29, 2, 7, 15, 6, 11, 1, 26, 30, 18, 27, 3, 22, 10, 21, 4, 9, 25, 14, 17, 24, 20, 0, 5)","[col[7]->row[3], col[12]->row[2], col[21]->row[1], col[13]->row[18], col[27]->row[9], col[0]->row[1], col[1]->row[4], col[14]->row[31], col[15]->row[1], col[25]->row[29], col[31]->row[26], col[9]->row[18], col[28]->row[5], col[22]->row[5], col[16]->row[10], col[31]->row[7], col[22]->row[24], col[18]->row[6], col[11]->row[20]]",19,8127.52628326416,39681,31617.804
greedy_best_first,n_conflicts,True,18,"(5, 27, 23, 8, 9, 14, 4, 20, 0, 22, 19, 1, 21, 20, 15, 24, 6, 31, 22, 21, 4, 1, 22, 22, 2, 19, 0, 2, 11, 6, 16, 25)","(18, 25, 23, 13, 9, 14, 4, 10, 0, 28, 26, 1, 29, 20, 15, 12, 7, 31, 3, 21, 2, 17, 30, 22, 8, 19, 5, 27, 11, 6, 16, 24)","[col[10]->row[7], col[9]->row[6], col[12]->row[8], col[16]->row[1], col[18]->row[13], col[0]->row[13], col[22]->row[8], col[26]->row[5], col[3]->row[5], col[7]->row[22], col[15]->row[20], col[21]->row[16], col[27]->row[1], col[31]->row[31], col[20]->row[30], col[24]->row[6], col[1]->row[30], col[27]->row[24]]",18,7119.825839996338,34721,27933.204
greedy_best_first,n_conflicts,True,20,"(27, 6, 17, 26, 8, 9, 23, 27, 31, 28, 7, 16, 5, 28, 20, 1, 26, 9, 31, 7, 3, 17, 10, 4, 20, 26, 8, 0, 6, 17, 11, 4)","(27, 7, 18, 2, 17, 14, 23, 8, 31, 28, 15, 19, 5, 25, 29, 1, 26, 9, 0, 21, 3, 12, 10, 13, 20, 22, 24, 30, 6, 16, 11, 4)","[col[23]->row[9], col[3]->row[8], col[7]->row[19], col[19]->row[14], col[2]->row[1], col[11]->row[3], col[26]->row[16], col[21]->row[27], col[13]->row[29], col[14]->row[9], col[27]->row[30], col[4]->row[7], col[18]->row[1], col[29]->row[31], col[1]->row[1], col[10]->row[8], col[25]->row[28], col[4]->row[2], col[7]->row[26], col[5]->row[5]]",20,4052.7634620666504,19841,15812.092
greedy_best_first,n_conflicts,True,17,"(22, 13, 1, 2, 22, 12, 14, 22, 3, 20, 14, 25, 3, 22, 9, 12, 4, 30, 0, 26, 15, 22, 2, 23, 5, 19, 30, 5, 15, 4, 17, 6)","(10, 13, 6, 8, 22, 7, 14, 24, 17, 20, 29, 25, 3, 28, 9, 12, 5, 30, 0, 26, 18, 27, 2, 23, 16, 19, 11, 1, 15, 4, 31, 21)","[col[7]->row[2], col[13]->row[6], col[8]->row[8], col[10]->row[15], col[21]->row[5], col[3]->row[6], col[5]->row[27], col[20]->row[3], col[24]->row[11], col[30]->row[14], col[0]->row[20], col[16]->row[1], col[31]->row[15], col[8]->row[6], col[26]->row[13], col[2]->row[5], col[27]->row[28]]",17,3493.9141273498535,16865,13485.116
greedy_best_first,n_conflicts,True,21,"(23, 7, 5, 14, 28, 7, 9, 12, 20, 25, 28, 25, 16, 18, 31, 1, 18, 12, 6, 5, 9, 4, 24, 23, 30, 31, 3, 8, 10, 12, 7, 12)","(23, 21, 11, 14, 12, 31, 9, 2, 6, 25, 29, 0, 16, 18, 7, 28, 26, 13, 15, 5, 27, 4, 24, 17, 30, 1, 3, 8, 10, 20, 22, 19)","[col[17]->row[1], col[1]->row[14], col[16]->row[8], col[7]->row[22], col[2]->row[6], col[10]->row[1], col[20]->row[18], col[23]->row[26], col[29]->row[7], col[30]->row[15], col[11]->row[7], col[18]->row[9], col[8]->row[18], col[25]->row[2], col[15]->row[28], col[5]->row[24], col[14]->row[8], col[31]->row[7], col[29]->row[1], col[4]->row[16], col[15]->row[31]]",21,8501.121759414673,41665,33176.772
greedy_best_first,n_conflicts,True,17,"(8, 13, 14, 9, 3, 4, 27, 10, 28, 11, 27, 2, 4, 12, 9, 3, 2, 19, 2, 5, 9, 16, 9, 24, 30, 2, 16, 28, 5, 0, 12, 27)","(8, 13, 20, 25, 15, 18, 21, 10, 28, 11, 31, 2, 4, 12, 7, 3, 23, 26, 22, 29, 14, 16, 9, 24, 30, 1, 6, 17, 5, 0, 19, 27)","[col[16]->row[21], col[3]->row[16], col[4]->row[12], col[6]->row[2], col[14]->row[30], col[18]->row[20], col[2]->row[6], col[5]->row[14], col[10]->row[4], col[17]->row[7], col[20]->row[5], col[25]->row[31], col[26]->row[22], col[27]->row[21], col[30]->row[7], col[19]->row[24], col[6]->row[24]]",17,4287.76741027832,20833,16527.036
